"before","after"
"Durant les sévères jours de jeûne, le nombre de repas était également réduit à un.","durant les sévères jours de jeûne , le nombre de repas était également réduit à un . "
"Même si la plupart des personnes respectaient ces restrictions et faisaient pénitence s'ils les violaient, il existait de nombreuses manières de contourner le problème, un conflit entre les idéaux et les pratiques résumé par l'auteur Bridget Ann Henisch :Si les produits d'origine animale devaient être évités durant les périodes de pénitence, des compromis pragmatiques existaient souvent.","Même si la plupart des personnes respectaient ces restrictions et faisaient pénitence s' ils les violaient , il existait de nombreuses manières de contourner le problème , un conflit entre les idéaux et les pratiques résumé par l' auteur Bridget Ann Henisch si les produits d' origine animale devaient être évités durant les périodes de pénitence , des compromis pragmatiques existaient souvent . "
"Le choix des ingrédients était peut-être limité mais cela ne signifiait pas que les plats étaient plus petits.","le choix des ingrédients était peut-être limité mais cela ne signifiait pas que les plats étaient plus petits . "
"Les banquets des jours réservés au poisson pouvaient être splendides et ils étaient des occasions populaires permettant de servir des nourritures donnant l'illusion d'être de la viande, du fromage ou des œufs.","les banquets des jours réservés au poisson pouvaient être splendides et ils étaient des occasions populaires permettant de servir des nourritures donnant l' illusion d' être de la viande , du fromage ou des oeufs . "
"Thomas d'Aquin (1225–1274) croyait que des dispenses devaient être fournies pour les enfants, les personnes âgées, les pèlerins, les ouvriers et les mendiants mais pas les pauvres aussi longtemps qu'ils avaient un quelconque abri.","Thomas d' Aquin mille deux cent vingt-cinq mille deux cent soixante-quatorze croyait que des dispenses devaient être fournies pour les enfants , les personnes âgées , les pèlerins , les ouvriers et les mendiants mais pas les pauvres aussi longtemps qu' ils avaient un quelconque abri . "
"À une époque où la famine était courante et la hiérarchie sociale était souvent brutalement appliquée, la nourriture était un marqueur social important qui n'a plus d'équivalent actuel dans la plupart des pays développés.","à une époque où la famine était courante et la hiérarchie sociale était souvent brutalement appliquée , la nourriture était un marqueur social important qui n' a plus d' équivalent actuel dans la plupart des pays développés. "
"=== Diététique ===La médecine du Moyen Âge avait une influence considérable sur ce qui était considéré comme sain et nourrissant.","gale gale gale diététique gale gale gale La médecine du Moyen Âge avait une influence considérable sur ce qui était considéré comme sain et nourrissant . "
"Les médecins médiévaux considéraient que la digestion humaine était un processus semblable à la cuisson.","les médecins médiévaux considéraient que la digestion humaine était un processus semblable à la cuisson . "
"La transformation des aliments dans l'estomac était vue comme la poursuite de la préparation commencée par la cuisson.","la transformation des aliments dans l' estomac était vue comme la poursuite de la préparation commencée par la cuisson . "
"Pour que la nourriture soit correctement ""cuisinée"" et que les nutriments soient bien assimilés, il était important que l'estomac soit rempli d'une manière appropriée.","pour que la nourriture soit correctement "" cuisinée "" et que les nutriments soient bien assimilés , il était important que l' estomac soit rempli d' une manière appropriée. "
"Il était également d'une importance vitale que les aliments de propriétés différentes ne soient pas mélangés.","il était également d' une importance vitale que les aliments de propriétés différentes ne soient pas mélangés. "
"Un repas commençait idéalement avec des fruits facilement digestes comme des pommes.","un repas commençait idéalement avec des fruits facilement digestes comme des pommes . "
"Le vin blanc était considéré comme plus rafraîchissant que le vin rouge, et la même distinction était faite entre le vinaigre blanc et rouge.","le vin blanc était considéré comme plus rafraichissant que le vin rouge , et la même distinction était faite entre le vinaigre blanc et rouge . "
"Le lait était modérément chaud et humide mais différait suivant les animaux.","le lait était modérément chaud et humide mais différait suivant les animaux . "
"Les jaunes d'œuf étaient considérés comme chauds et humides tandis que les blancs étaient froids et humides.","les jaunes d' oeuf étaient considérés comme chauds et humides tandis que les blancs étaient froids et humides . "
"Malgré cette limitation des combinaisons, il y avait toujours largement de la place pour l'expression artistique du chef.","malgré cette limitation des combinaisons , il y avait toujours largement de la place pour l' expression artistique du chef . "
"En plus de ces quantités, certains membres de ces résidences (habituellement une minorité) prenaient un petit-déjeuner qui n'incluait pas de viande mais comprenait probablement un autre litre de bière ; de plus, des quantités inconnues de pain et de bière pouvaient être consommées entre les repas.","en plus de ces quantités , certains membres de ces résidences habituellement une minorité prenaient un petit-déjeuner qui n' incluait pas de viande mais comprenait probablement un autre litre de bière , de plus , des quantités inconnues de pain et de bière pouvaient être consommées entre les repas . "
"Le régime du seigneur du domaine différait quelque peu de ce schéma et comprenait moins de viande rouge, plus de gibier, de poisson frais, de fruits et de vin.","le régime du seigneur du domaine différait quelque peu de ce schéma et comprenait moins de viande rouge , plus de gibier , de poisson frais , de fruits et de vin . "
"Dans les monastères, la structure basique du régime avait été définie par la règle de saint Benoît au et avait été resserrée par le pape Benoît XII en 1336 mais (comme mentionné auparavant), les moines savaient comment contourner ces règles.","dans les monastères , la structure basique du régime avait été définie par la règle de saint Benoît au et avait été resserrée par le pape Benoît douze en treize cent trente-six mais comme mentionné auparavant , les moines savaient comment contourner ces règles . "
"Le vin était limité à environ par jour mais il n'existait aucune limite équivalente sur la bière et à l'abbaye de Westminster, chaque moine recevait une autorisation pour de bière par jour.","le vin était limité à environ par jour mais il n' existait aucune limite équivalente sur la bière et à l' abbaye de Westminster , chaque moine recevait une autorisation pour de bière par jour . "
"Ensuite, les monastères possédaient une salle appelée miséricorde où la règle de saint Benoît ne s'appliquait pas et où de nombreux moines mangeaient.","ensuite , les monastères possédaient une salle appelée miséricorde où la règle de saint Benoît ne s' appliquait pas et où de nombreux moines mangeaient . "
"Lorsque le pape Benoît XII institua qu'au moins la moitié des moines devaient manger dans le réfectoire, les moines répondirent en excluant les malades et ceux invités à la table de l'abbé de ce calcul.","lorsque le pape Benoît douze institua qu' au moins la moitié des moines devaient manger dans le réfectoire , les moines répondirent en excluant les malades et ceux invités à la table de l' abbé de ce calcul . "
"L'apport calorique global est sujet à débat.","l' apport calorique global est sujet à débat . "
"L'estimation standard est qu'un homme adulte a besoin de par jour et une femme adulte de .","l' estimation standard est qu' un homme adulte a besoin de par jour et une femme adulte de . "
"Néanmoins, la cuisine médiévale peut être différenciée par les céréales et les huiles qui définissaient les normes culinaires et définirent les frontières ethniques puis nationales.","Néanmoins , la cuisine médiévale peut être différenciée par les céréales et les huiles qui définissaient les normes culinaires et définirent les frontières ethniques puis nationales . "
"Les variations régionales étaient essentiellement liées aux influences du climat, de l'administration politique et des coutumes locales.","les variations régionales étaient essentiellement liées aux influences du climat , de l' administration politique et des coutumes locales . "
"Le beurre et le lard, particulièrement après l'importante perte de population à la suite de la peste noire, étaient utilisés en grandes quantités dans les régions du nord et du nord-ouest.","le beurre et le lard , particulièrement après l' importante perte de population à la suite de la peste noire , étaient utilisés en grandes quantités dans les régions du nord et du nord-ouest . "
"Pour des raisons pratiques, le petit déjeuner était toujours consommé par les travailleurs et était toléré pour les jeunes enfants, les femmes, les personnes âgées et les malades.","pour des raisons pratiques , le petit déjeuner était toujours consommé par les travailleurs et était toléré pour les jeunes enfants , les femmes , les personnes âgées et les malades . "
"Comme l'Église prêchait contre la gourmandise et les autres faiblesses humaines, les hommes tendaient à avoir honte de prendre le petit-déjeuner.","comme l' Église prêchait contre la gourmandise et les autres faiblesses humaines , les hommes tendaient à avoir honte de prendre le petit-déjeuner . "
"=== Étiquette ===Comme pour presque tous les aspects de la vie à l'époque, un repas médiéval était généralement une affaire collective.","gale gale gale étiquette gale gale gale Comme pour presque tous les aspects de la vie à l' époque , un repas médiéval était généralement une affaire collective . "
"Il recommanda également de surveiller que les servants ne récupéraient pas les restes qu'il valait mieux distribuer sous forme d'aumônes.","il recommanda également de surveiller que les servants ne récupéraient pas les restes qu' il valait mieux distribuer sous forme d' aumônes . "
"Vers la fin du Moyen Âge, les riches cherchèrent à échapper à ce strict collectivisme.","vers la fin du Moyen Âge , les riches cherchèrent à échapper à ce strict collectivisme . "
"Néanmoins, pour les grandes occasions et les banquets, l'hôte et l'hôtesse dînaient généralement dans la salle principale avec les autres convives.","Néanmoins , pour les grandes occasions et les banquets , l' hôte et l' hôtesse dinaient généralement dans la salle principale avec les autres convives . "
"Les choses étaient différentes pour les riches.","les choses étaient différentes pour les riches . "
"La structure hiérarchique la société était renforcée par l'étiquette par laquelle les rangs inférieurs étaient censés aider les plus élevés, les jeunes devaient assister les vieux et les hommes devaient épargner aux femmes le risque de tacher leur robe ou leur réputation en mangeant d'une manière non-féminine.","la structure hiérarchique la société était renforcée par l' étiquette par laquelle les rangs inférieurs étaient censés aider les plus élevés , les jeunes devaient assister les vieux et les hommes devaient épargner aux femmes le risque de tacher leur robe ou leur réputation en mangeant d' une manière non -féminine . "
"Dans les foyers pauvres, il était courant de manger des aliments directement sur ​​la table.","dans les foyers pauvres , il était courant de manger des aliments directement sur la table . "
"Les couteaux étaient utilisés à table mais la plupart des invités devaient apporter le leur et seuls les hôtes les plus favorisés recevaient un couteau personnel.","les couteaux étaient utilisés à table mais la plupart des invités devaient apporter le leur et seuls les hôtes les plus favorisés recevaient un couteau personnel . "
"L'évolution des habitudes peut être illustrée par les réactions aux manières de la princesse byzantine Theodora Doukaina à la fin du .","l' évolution des habitudes peut être illustrée par les réactions aux manières de la princesse byzantine Théodora Doukaina à la fin du . "
"Elle était la future épouse du Doge de Venise, Domenico Selvo, et elle provoqua la consternation des Vénitiens.","elle était la future épouse du Doge de Venise , Domenico Selvo , et elle provoqua la consternation des Vénitiens . "
"Il existait également des fours portables destinés à être remplis de nourriture puis enterrés dans les charbons ardents ; certains étaient même installés sur des chariots et permettaient de vendre des tourtes dans les rues des villes médiévales.","il existait également des fours portables destinés à être remplis de nourriture puis enterrés dans les charbons ardents , certains étaient même installés sur des chariots et permettaient de vendre des tourtes dans les rues des villes médiévales . "
"Les fruits étaient facilement combinés à la viande, au poisson et aux œufs.","les fruits étaient facilement combinés à la viande , au poisson et aux oeufs . "
"Il était important que le plat soit en accord avec les standards contemporains de médecine et de diététique.","il était important que le plat soit en accord avec les standards contemporains de médecine et de diététique . "
"=== La cuisine médiévale ===Dans la plupart des foyers, la cuisson était réalisée dans un âtre au milieu de la principale pièce à vivre pour pouvoir exploiter la chaleur.","gale gale gale la cuisine médiévale gale gale gale Dans la plupart des foyers , la cuisson était réalisée dans un âtre au milieu de la principale pièce à vivre pour pouvoir exploiter la chaleur . "
"Cela était la disposition la plus courante durant tout le Moyen Âge même dans les foyers aisés où la cuisine était combinée avec la salle de réception.","cela était la disposition la plus courante durant tout le Moyen Âge même dans les foyers aisés où la cuisine était combinée avec la salle de réception . "
"Vers la fin du Moyen Âge, une cuisine séparée commença à apparaître.","vers la fin du Moyen Âge , une cuisine séparée commença à apparaître . "
"La première étape fut de déplacer les cheminées vers les murs de la pièce principale puis de construire une aile ou un bâtiment déparé abritant la cuisine.","la première étape fut de déplacer les cheminées vers les murs de la pièce principale puis de construire une aile ou un bâtiment déparé abritant la cuisine . "
"Cela était basé sur la croyance médicale que plus la consistance des aliments était fine, mieux les nutriments étaient absorbés.","cela était basé sur la croyance médicale que plus la consistance des aliments était fine , mieux les nutriments étaient absorbés. "
"Ainsi, la farine finement moulue était coûteuse et les roturiers devaient se contenter d'un pain brun et grossier.","ainsi , la farine finement moulue était couteuse et les roturiers devaient se contenter d' un pain brun et grossier . "
"Tandis qu'un paysan devait se contenter du bois récupéré dans les forets alentours, les grandes cuisines des cours devaient gérer la logistique de réaliser au moins deux repas par jour pour plusieurs centaines de personnes.","tandis qu' un paysan devait se contenter du bois récupéré dans les forets alentours , les grandes cuisines des cours devaient gérer la logistique de réaliser au moins deux repas par jour pour plusieurs centaines de personnes . "
"Dans les climats chauds, cela était réalisé en faisant sécher les produits alimentaires au soleil et dans les climats froids, ils étaient exposés au vent (""comme dans un stockfish) ou dans des fours, des caves, des greniers et parfois même dans les pièces à vivre.","dans les climats chauds , cela était réalisé en faisant sécher les produits alimentaires au soleil et dans les climats froids , ils étaient exposés au vent "" comme dans un stockfish ou dans des fours , des caves , des greniers et parfois même dans les pièces à vivre . "
"Les légumes, les œufs et le poisson étaient souvent mis à marinés dans des jarres avec des liquides acides (jus de citron, verjus et vinaigre).","les légumes , les oeufs et le poisson étaient souvent mis à marinés dans des jarres avec des liquides acides jus de citron , verjus et vinaigre . "
"Une autre méthode était de créer une protection autour de la nourriture en la cuisant dans du sucre, du miel ou du gras.","une autre méthode était de créer une protection autour de la nourriture en la cuisant dans du sucre , du miel ou du gras . "
"=== Cuisine professionnelle ===Avant l'industrialisation, la majorité de la population européenne vivait dans des communautés rurales ou dans des fermes isolées.","gale gale gale cuisine professionnelle gale gale gale Avant l' industrialisation , la majorité de la population européenne vivait dans des communautés rurales ou dans des fermes isolées . "
"La plupart des habitants des villes ne disposaient généralement pas d'une cuisine ou même d'une cheminée et n'avaient pas les équipements nécessaires pour cuisiner.","la plupart des habitants des villes ne disposaient généralement pas d' une cuisine ou même d' une cheminée et n' avaient pas les équipements nécessaires pour cuisiner . "
"Il existait donc de nombreux établissements qui pouvaient vendre des plats chauds tout prêts, une forme primitive de restauration rapide, ou préparer des plats avec les ingrédients apportés par les clients.","il existait donc de nombreux établissements qui pouvaient vendre des plats chauds tout prêts , une forme primitive de restauration rapide , ou préparer des plats avec les ingrédients apportés par les clients . "
"Les voyageurs, comme les pèlerins en route vers un lieu de dévotion, pouvaient faire appel à un chef cuisinier professionnel pour ne pas avoir à transporter leurs provisions.","les voyageurs , comme les pèlerins en route vers un lieu de dévotion , pouvaient faire appel à un chef cuisinier professionnel pour ne pas avoir à transporter leurs provisions . "
"Avant le , le pain était peu consommé par les pauvres, en particulier dans le nord où le blé avait du mal à pousser.","avant le , le pain était peu consommé par les pauvres , en particulier dans le nord où le blé avait du mal à pousser . "
"Le blé était commun dans toute l'Europe et était considéré comme la plus nourrissante des céréales mais il était plus prestigieux et dont plus cher.","le blé était commun dans toute l' Europe et était considéré comme la plus nourrissante des céréales mais il était plus prestigieux et dont plus cher . "
"L'un des constituants les plus courants d'un repas médiéval, que ce soit lors d'un banquet ou comme casse-croute, était la miche de pain associée avec un liquide comme du vin, de la soupe, un bouillon ou une sauce dans lequel elle était trempée.","l' un des constituants les plus courants d' un repas médiéval , que ce soit lors d' un banquet ou comme casse -croute , était la miche de pain associée avec un liquide comme du vin , de la soupe , un bouillon ou une sauce dans lequel elle était trempée. "
"Vers la fin du Moyen Âge, les biscuits et en particulier les oublies, mangés comme dessert, étaient devenus des nourritures de prestige et étaient disponibles dans de nombreuses variétés.","vers la fin du Moyen Âge , les biscuits et en particulier les oublies , mangés comme dessert , étaient devenus des nourritures de prestige et étaient disponibles dans de nombreuses variétés. "
"L'importance du pain dans l'alimentation quotidienne faisait que les boulangers jouaient un rôle crucial dans la communauté médiévale.","l' importance du pain dans l' alimentation quotidienne faisait que les boulangers jouaient un rôle crucial dans la communauté médiévale . "
"Les estimations de la consommation de pain réalisées dans plusieurs régions sont similaires, environ par personne et par jour.","les estimations de la consommation de pain réalisées dans plusieurs régions sont similaires , environ par personne et par jour . "
"Comme le pain était central dans le régime alimentaire médiéval, les escroqueries réalisées par ceux à qui on faisait confiance pour approvisionner la communauté étaient des infractions graves.","comme le pain était central dans le régime alimentaire médiéval , les escroqueries réalisées par ceux à qui on faisait confiance pour approvisionner la communauté étaient des infractions graves . "
"La plupart d'entre-eux étaient consommés chaque jour par les paysans et les ouvriers mais étaient moins prestigieux que la viande.","la plupart d' entre -eux étaient consommés chaque jour par les paysans et les ouvriers mais étaient moins prestigieux que la viande . "
"Les livres de recettes essentiellement destinés à ceux qui avaient les moyens de les acheter ne contenaient que peu de recettes avec des légumes en ingrédient principal.","les livres de recettes essentiellement destinés à ceux qui avaient les moyens de les acheter ne contenaient que peu de recettes avec des légumes en ingrédient principal . "
"Le manque de recettes pour la plupart des plats de base avec des légumes, comme les potages, a été interprété non comme le fait qu'ils étaient absents des plats de la noblesse mais plutôt car ils étaient considérés comme trop simples pour nécessiter une recette.","le manque de recettes pour la plupart des plats de base avec des légumes , comme les potages , a été interprété non comme le fait qu' ils étaient absents des plats de la noblesse mais plutôt car ils étaient considérés comme trop simples pour nécessiter une recette . "
"Les fruits étaient populaires et pouvaient être consommés frais ou séchés.","les fruits étaient populaires et pouvaient être consommés frais ou séchés. "
"Les fruits courants au sud étaient les citrons, les cédrats, les oranges amères (la variété douce ne fut introduite que plusieurs siècles après), les grenades, les coings et bien sur le raisin.","les fruits courants au sud étaient les citrons , les cédrats , les oranges amères la variété douce ne fut introduite que plusieurs siècles après , les grenades , les coings et bien sur le raisin . "
"Il était essentiellement issu des vaches mais on pouvait trouver du lait de chèvre ou de brebis.","il était essentiellement issu des vaches mais on pouvait trouver du lait de chèvre ou de brebis . "
"Le lait frais était rarement consommé par les adultes et était réservé aux enfants, aux personnes âgées et aux malades.","le lait frais était rarement consommé par les adultes et était réservé aux enfants , aux personnes âgées et aux malades . "
"Le fromage était bien plus important pour les catégories plus démunies et il a été avancé qu'il a longtemps été la principale source de protéines animales pour les plus pauvres.","le fromage était bien plus important pour les catégories plus démunies et il a été avancé qu' il a longtemps été la principale source de protéines animales pour les plus pauvres . "
"Les animaux de trait qui n'étaient plus capables de travailler étaient abattus mais leur viande était peu appétissante et donc moins estimée.","les animaux de trait qui n' étaient plus capables de travailler étaient abattus mais leur viande était peu appétissante et donc moins estimée. "
"Presque toutes les parties du cochon étaient consommées dont les oreilles, le museau, la queue, la langue et l'utérus.","presque toutes les parties du cochon étaient consommées dont les oreilles , le museau , la queue , la langue et l' utérus . "
"Plus au sud, les lapins domestiques étaient communément élevés pour leur viande ou leur fourrure.","plus au sud , les lapins domestiques étaient communément élevés pour leur viande ou leur fourrure . "
"Les cygnes et les paons étaient dans une certaine mesure domestiqués mais ils étaient uniquement consommés par l'élite sociale et plus appréciés pour leur beauté en tant que plats extravagants et entremets que pour leur viande.","les cygnes et les paons étaient dans une certaine mesure domestiqués mais ils étaient uniquement consommés par l' élite sociale et plus appréciés pour leur beauté en tant que plats extravagants et entremets que pour leur viande . "
"Comme aujourd'hui, les oies et les canards étaient domestiqués mais ils n'étaient pas aussi populaires que le poulet, l'équivalent aviaire du porc.","comme aujourd'hui , les oies et les canards étaient domestiqués mais ils n' étaient pas aussi populaires que le poulet , l' équivalent aviaire du porc . "
"Le hareng était l'un des nombreux produits dont le commerce était assuré par la Hanse, une puissante coalition de villes marchandes d'Allemagne du nord.","le hareng était l' un des nombreux produits dont le commerce était assuré par la Hanse , une puissante coalition de villes marchandes d' Allemagne du nord . "
"Le poisson était plus coûteux que la viande en particulier pour les populations d'Europe centrale et il était donc réservé à une certaine élite.","le poisson était plus couteux que la viande en particulier pour les populations d' Europe centrale et il était donc réservé à une certaine élite . "
"Plus au nord il restait la boisson privilégiée de la bourgeoisie et de la noblesse qui pouvaient en acheter mais les paysans et les ouvriers lui préféraient la bière et l'ale.","plus au nord il restait la boisson privilégiée de la bourgeoisie et de la noblesse qui pouvaient en acheter mais les paysans et les ouvriers lui préféraient la bière et l' ale . "
"L'hydromel a souvent été présentée comme la boisson des Slaves.","l' hydromel a souvent été présentée comme la boisson des Slaves . "
"On l'utilisait également lors des mariages et des baptêmes mais en quantités limitées du fait de son prix élevé.","on l' utilisait également lors des mariages et des baptêmes mais en quantités limitées du fait de son prix élevé. "
"Le lait simple n'était pas consommé par les adultes sauf les pauvres et les malades et était réservé aux enfants et aux personnes âgées essentiellement sous forme de babeurre et de petit-lait.","le lait simple n' était pas consommé par les adultes sauf les pauvres et les malades et était réservé aux enfants et aux personnes âgées essentiellement sous forme de babeurre et de petit-lait . "
"Les qualités du vin différaient considérablement suivant les vendanges, le type de raisin et plus important le nombre de grappes pressées.","les qualités du vin différaient considérablement suivant les vendanges , le type de raisin et plus important le nombre de grappes pressées . "
"Les moins aisés devaient se contenter du vin rosé ou blanc issus des deuxième ou troisième pressions qui pouvaient être consommés en grandes quantités sans risquer l'ivresse.","les moins aisés devaient se contenter du vin rosé ou blanc issus des deuxième ou troisième pressions qui pouvaient être consommés en grandes quantités sans risquer l' ivresse . "
"Pour les plus pauvres (ou les plus pieux), le vinaigre coupé avec de l'eau était souvent le seul choix possible.","pour les plus pauvres ou les plus pieux , le vinaigre coupé avec de l' eau était souvent le seul choix possible . "
"La maturation du vin rouge de grande qualité nécessitait des connaissances spécialisées de même que des équipements coûteux.","la maturation du vin rouge de grande qualité nécessitait des connaissances spécialisées de même que des équipements couteux . "
"Non seulement, le vin chaud ou épicé était populaire auprès des riches, mais les médecins le jugeaient également sain.","non seulement , le vin chaud ou épicé était populaire auprès des riches , mais les médecins le jugeaient également sain . "
"Ceux qui le pouvaient buvaient du vin d'importation mais il était courant même pour les nobles de boire de la bière ou de l'ale en particulier vers la fin du Moyen Âge.","ceux qui le pouvaient buvaient du vin d' importation mais il était courant même pour les nobles de boire de la bière ou de l' ale en particulier vers la fin du Moyen Âge . "
"Cependant la forte influence des cultures arabe et méditerranéenne dans la science médicale (en particulier lié à la Reconquista et à l'arrivée de textes arabes) signifiait que la bière était largement méprisée.","cependant la forte influence des cultures arabe et méditerranéenne dans la science médicale en particulier lié à la Reconquista et à l' arrivée de textes arabes signifiait que la bière était largement méprisée. "
"La bière était juste une alternative acceptable à laquelle on attribuait des qualités négatives.","la bière était juste une alternative acceptable à laquelle on attribuait des qualités négatives . "
"Avant la découverte du houblon, le gruit, un mélange de différentes herbes, avait été utilisé.","avant la découverte du houblon , le gruit , un mélange de différentes herbes , avait été utilisé. "
"Le gruit n'avait pas les mêmes propriétés conservatrices que le houblon et le résultat devait être consommé rapidement avant l'inévitable détérioration.","le gruit n' avait pas les mêmes propriétés conservatrices que le houblon et le résultat devait être consommé rapidement avant l' inévitable détérioration . "
"À partir du Moyen Âge classique, les brasseries des communes naissantes du nord de l'Allemagne commencèrent à assurer la production.","à partir du Moyen Âge classique , les brasseries des communes naissantes du nord de l' Allemagne commencèrent à assurer la production . "
"Si la plupart des brasseries étaient des petites entreprises familiales qui employaient moins de dix personnes, la production régulière permettait d'investir dans de meilleures techniques et équipements.","si la plupart des brasseries étaient des petites entreprises familiales qui employaient moins de dix personnes , la production régulière permettait d' investir dans de meilleures techniques et équipements . "
"En Angleterre et dans les Pays-Bas, la consommation annuelle par personne était d'environ et la bière était consommée pendant presque tous les repas, les bières légèrement alcoolisées lors du petit-déjeuner et les plus fortes plus tard dans la journée.","en Angleterre et dans les Pays-Bas , la consommation annuelle par personne était d' environ et la bière était consommée pendant presque tous les repas , les bières légèrement alcoolisées lors du petit-déjeuner et les plus fortes plus tard dans la journée. "
"En 1693, John Locke avança que la seule boisson qu'il considérait appropriée pour les enfants de tous âges était la bière douce même s'il critiquait la pratique apparemment commune de ses concitoyens de donner du vin et des alcools forts à leurs enfants.","en mille six cent quatre-vingt-treize , John Locke avança que la seule boisson qu' il considérait appropriée pour les enfants de tous âges était la bière douce même s' il critiquait la pratique apparemment commune de ses concitoyens de donner du vin et des alcools forts à leurs enfants . "
"Selon les standards modernes, le processus de brassage était relativement inefficace mais était capable de produire des alcools relativement forts si on le voulait.","selon les standards modernes , le processus de brassage était relativement inefficace mais était capable de produire des alcools relativement forts si on le voulait . "
"=== Spiritueux ===Les anciens Grecs et Romains connaissaient la technique de la distillation mais elle ne fut pas pratiquée à grande échelle en Europe avant le lorsque les innovations arabes dans le domaine combinées aux alambics refroidis à l'eau furent introduits.","gale gale gale spiritueux gale gale gale Les anciens Grecs et Romains connaissaient la technique de la distillation mais elle ne fut pas pratiquée à grande échelle en Europe avant le lorsque les innovations arabes dans le domaine combinées aux alambics refroidis à l' eau furent introduits . "
"Les érudits du Moyen Âge considéraient que la distillation permettait de produire l'essence des liquides purifiés et le terme d""aqua vitae"" (""eau de vie"") était employé de façon générique pour tous les distillats.","les érudits du Moyen Âge considéraient que la distillation permettait de produire l' essence des liquides purifiés et le terme D. "" aqua vitae "" "" eau de vie "" était employé de façon générique pour tous les distillats . "
"Toutes ces épices provenaient d'Asie et d'Afrique, ce qui les rendaient extrêmement chères et leur donnait un statut particulièrement prestigieux ; le poivre était ainsi entreposé, échangé et donné à la manière de l'or.","toutes ces épices provenaient d' Asie et d' Afrique , ce qui les rendaient extrêmement chères et leur donnait un statut particulièrement prestigieux , le poivre était ainsi entreposé , échangé et donné à la manière de l' or . "
"La valeur de ces marchandises était équivalente à celle de l'alimentation d'1,5 millions de personnes pendant un an.","la valeur de ces marchandises était équivalente à celle de l' alimentation d' un virgule cinq millions de personnes pendant un an . "
"Le curcuma fournissait un substitut jaune et une touche dorée lors des repas qui satisfaisait au gout médiéval de l'ostentation et aux exigences diététiques des théories de Galien ; lors du somptueux banquet que le cardinal Riario offrit à la fille du roi de Naples en juin 1473, le pain était doré.","le curcuma fournissait un substitut jaune et une touche dorée lors des repas qui satisfaisait au gout médiéval de l' ostentation et aux exigences diététiques des théories de Galien , lors du somptueux banquet que le cardinal Riario offrit à la fille du roi de Naples en juin mille quatre cent soixante-treize , le pain était doré. "
"Peu de plats employaient uniquement un seul type d'épices ou d'herbes mais plutôt une combinaison de plusieurs condiments.","peu de plats employaient uniquement un seul type d' épices ou d' herbes mais plutôt une combinaison de plusieurs condiments . "
"Ces plantes étaient cultivées sous la forme de jardins et étaient des alternatives plus abordables aux épices exotiques.","ces plantes étaient cultivées sous la forme de jardins et étaient des alternatives plus abordables aux épices exotiques . "
"La moutarde était particulièrement populaire avec la viande et elle fut décrite par Hildegarde de Bingen (1098–1179) comme la nourriture du pauvre.","la moutarde était particulièrement populaire avec la viande et elle fut décrite par Hildegarde de Bingen mille quatre-vingt-dix-huit mille cent soixante-dix-neuf comme la nourriture du pauvre . "
"Le sel était omniprésent et indispensable dans la cuisine médiévale.","le sel était omniprésent et indispensable dans la cuisine médiévale . "
"La salaison et le séchage étaient les formes de conservation les plus courantes, viande et poisson étant souvent fortement salés.","la salaison et le séchage étaient les formes de conservation les plus courantes , viande et poisson étant souvent fortement salés. "
"De manière générale, plus l'hôte était riche et prestigieux, plus le récipient contenant le sel était élaboré et décoré et plus le prix et la qualité du sel étaient élevées.","de manière générale , plus l' hôte était riche et prestigieux , plus le récipient contenant le sel était élaboré et décoré et plus le prix et la qualité du sel étaient élevées . "
"Les chefs anglais aimaient également utiliser des pétales de fleurs comme les roses, les violettes et les sureaux.","les chefs anglais aimaient également utiliser des pétales de fleurs comme les roses , les violettes et les sureaux . "
"Comme leurs coreligionnaires musulmans en Espagne, les conquérants arabes de la Sicile introduisirent de nouveaux desserts qui furent ensuite adoptés dans le reste de l'Europe.","comme leurs coreligionnaires musulmans en Espagne , les conquérants arabes de la Sicile introduisirent de nouveaux desserts qui furent ensuite adoptés dans le reste de l' Europe . "
"Les idées fausses et les erreurs grossières étaient courantes parmi les historiens et sont toujours présentes dans la vision populaire d'un Moyen Âge primitif, attardé et barbare.","les idées fausses et les erreurs grossières étaient courantes parmi les historiens et sont toujours présentes dans la vision populaire d' un Moyen Âge primitif , attardé et barbare . "
"L'usage important des épices était souvent avancé pour soutenir l'idée qu'elles servaient à camoufler le gout de la viande pourrie, une conclusion non soutenue par la réalité historique et les sources contemporaines.","l' usage important des épices était souvent avancé pour soutenir l' idée qu' elles servaient à camoufler le gout de la viande pourrie , une conclusion non soutenue par la réalité historique et les sources contemporaines . "
"La viande fraiche était disponible toute l'année pour ceux qui pouvaient se l'acheter.","la viande fraiche était disponible toute l' année pour ceux qui pouvaient se l' acheter . "
"Les techniques de conservation de l'époque, bien que rudimentaires selon les standards modernes, étaient parfaitement adéquates.","les techniques de conservation de l' époque , bien que rudimentaires selon les standards modernes , étaient parfaitement adéquates . "
"La méthode courante d'écraser et de broyer les ingrédients en pâtes et les nombreux potages et sauces ont été utilisés comme arguments pour affirmer que la plupart des adultes de la noblesse perdaient leurs dents à un âge précoce et étaient donc forcés de ne manger que des soupes et des viandes moulues.","la méthode courante d' écraser et de broyer les ingrédients en pâtes et les nombreux potages et sauces ont été utilisés comme arguments pour affirmer que la plupart des adultes de la noblesse perdaient leurs dents à un âge précoce et étaient donc forcés de ne manger que des soupes et des viandes moulues . "
